date,currency,rate_to_usd
2021-07-23,EUR,1.19047731
2021-07-26,EUR,1.19047512
2021-07-27,EUR,1.19047486
2021-07-28,EUR,1.19047456
2021-07-29,EUR,1.19047322
2021-07-30,EUR,1.19048016
2021-08-02,EUR,1.17647259
2021-08-03,EUR,1.17646788
2021-08-04,EUR,1.17647403
2021-08-05,EUR,1.17647749
2021-08-06,EUR,1.17646777
2021-08-09,EUR,1.17647102
2021-08-10,EUR,1.17647073
2021-08-11,EUR,1.17646768
2021-08-12,EUR,1.17647842
2021-08-13,EUR,1.17647082
2021-08-16,EUR,1.17647189
2021-08-17,EUR,1.17647257
2021-08-18,EUR,1.17647508
2021-08-19,EUR,1.17647137
2021-08-20,EUR,1.17647044
2021-08-23,EUR,1.17646997
2021-08-24,EUR,1.17646793
2021-08-25,EUR,1.17647355
2021-08-26,EUR,1.17646917
2021-08-27,EUR,1.17647083
2021-08-30,EUR,1.17646967
2021-08-31,EUR,1.17647208
2021-09-01,EUR,1.17647235
2021-09-02,EUR,1.17646784
2021-09-03,EUR,1.17647354
2021-09-06,EUR,1.17646785
2021-09-07,EUR,1.1764705
2021-09-08,EUR,1.1764662
2021-09-09,EUR,1.17647116
2021-09-10,EUR,1.17647046
2021-09-13,EUR,1.17647212
2021-09-14,EUR,1.17647104
2021-09-15,EUR,1.17647721
2021-09-16,EUR,1.1764702
2021-09-17,EUR,1.17647098
2021-09-20,EUR,1.17647412
2021-09-21,EUR,1.17647189
2021-09-22,EUR,1.17647175
2021-09-23,EUR,1.1764721
2021-09-24,EUR,1.17647037
2021-09-27,EUR,1.17647119
2021-09-28,EUR,1.17648138
2021-09-29,EUR,1.17646798
2021-09-30,EUR,1.17647148
2021-10-01,EUR,1.16279425
2021-10-04,EUR,1.16279062
2021-10-05,EUR,1.16279093
2021-10-06,EUR,1.16278907
2021-10-07,EUR,1.16279182
2021-10-08,EUR,1.16279198
2021-10-11,EUR,1.16279801
2021-10-12,EUR,1.1627897
2021-10-13,EUR,1.16278637
2021-10-14,EUR,1.16279105
2021-10-15,EUR,1.16278951
2021-10-18,EUR,1.162791
2021-10-19,EUR,1.16278911
2021-10-20,EUR,1.16279019
2021-10-21,EUR,1.16279006
2021-10-22,EUR,1.16279044
2021-10-25,EUR,1.16278788
2021-10-26,EUR,1.16278963
2021-10-27,EUR,1.16278756
2021-10-28,EUR,1.16278982
2021-10-29,EUR,1.16278393
2021-11-01,EUR,1.14942159
2021-11-02,EUR,1.1494289
2021-11-03,EUR,1.14942435
2021-11-04,EUR,1.14942625
2021-11-05,EUR,1.14941911
2021-11-08,EUR,1.14942885
2021-11-09,EUR,1.14942522
2021-11-10,EUR,1.14942499
2021-11-11,EUR,1.14942555
2021-11-12,EUR,1.14942614
2021-11-15,EUR,1.14943106
2021-11-16,EUR,1.14942603
2021-11-17,EUR,1.14942452
2021-11-18,EUR,1.14942326
2021-11-19,EUR,1.14942483
2021-11-22,EUR,1.14942825
2021-11-23,EUR,1.14942709
2021-11-24,EUR,1.14942843
2021-11-25,EUR,1.14944926
2021-11-26,EUR,1.14942588
2021-11-29,EUR,1.14942326
2021-11-30,EUR,1.14942549
2021-12-01,EUR,1.13635702
2021-12-02,EUR,1.13636643
2021-12-03,EUR,1.13636366
2021-12-06,EUR,1.13636353
2021-12-07,EUR,1.13636478
2021-12-08,EUR,1.1363805
2021-12-09,EUR,1.13636488
2021-12-10,EUR,1.13636415
2021-12-13,EUR,1.13636328
2021-12-14,EUR,1.13636602
2021-12-15,EUR,1.13636332
2021-12-16,EUR,1.13636463
2021-12-17,EUR,1.13636516
2021-12-20,EUR,1.13636518
2021-12-21,EUR,1.13636237
2021-12-22,EUR,1.1363656
2021-12-23,EUR,1.13636372
2021-12-28,EUR,1.13636355
2021-12-30,EUR,1.13635815
2022-01-03,EUR,1.13636417
2022-01-04,EUR,1.1363631
2022-01-05,EUR,1.13636618
2022-01-06,EUR,1.13636515
2022-01-07,EUR,1.13636331
2022-01-10,EUR,1.13636342
2022-01-11,EUR,1.13636332
2022-01-12,EUR,1.1363675
2022-01-13,EUR,1.13636556
2022-01-14,EUR,1.13636632
2022-01-17,EUR,1.13636488
2022-01-18,EUR,1.13636167
2022-01-19,EUR,1.13636626
2022-01-20,EUR,1.13636421
2022-01-21,EUR,1.13636435
2022-01-24,EUR,1.13637103
2022-01-25,EUR,1.13636083
2022-01-26,EUR,1.13636241
2022-01-27,EUR,1.13636087
2022-01-28,EUR,1.13636328
2022-01-31,EUR,1.13636316
2022-02-01,EUR,1.13636466
2022-02-02,EUR,1.13636029
2022-02-03,EUR,1.13636123
2022-02-04,EUR,1.13636626
2022-02-07,EUR,1.13635693
2022-02-08,EUR,1.13636346
2022-02-09,EUR,1.13636449
2022-02-10,EUR,1.13636396
2022-02-11,EUR,1.13636255
2022-02-14,EUR,1.13636298
2022-02-15,EUR,1.13636217
2022-02-16,EUR,1.13635922
2022-02-17,EUR,1.13636453
2022-02-18,EUR,1.13636302
2022-02-21,EUR,1.13636626
2022-02-22,EUR,1.13636366
2022-02-23,EUR,1.13636251
2022-02-24,EUR,1.13636316
2022-02-25,EUR,1.13636298
2022-02-28,EUR,1.13636197
2022-03-01,EUR,1.11111357
2022-03-02,EUR,1.11111127
2022-03-03,EUR,1.11110977
2022-03-04,EUR,1.1111108
2022-03-07,EUR,1.11110964
2022-03-08,EUR,1.11111018
2022-03-09,EUR,1.11110887
2022-03-10,EUR,1.11111027
2022-03-11,EUR,1.11111347
2022-03-14,EUR,1.11111479
2022-03-15,EUR,1.11110763
2022-03-16,EUR,1.1111061
2022-03-17,EUR,1.111112
2022-03-18,EUR,1.11111596
2022-03-21,EUR,1.11111291
2022-03-22,EUR,1.11111069
2022-03-23,EUR,1.11111201
2022-03-24,EUR,1.11111286
2022-03-25,EUR,1.11111504
2022-03-28,EUR,1.11111186
2022-03-29,EUR,1.11111139
2022-03-30,EUR,1.11111225
2022-03-31,EUR,1.11111219
2022-04-01,EUR,1.08695664
2022-04-04,EUR,1.08695404
2022-04-05,EUR,1.08695772
2022-04-06,EUR,1.08695818
2022-04-07,EUR,1.0869542
2022-04-08,EUR,1.08695702
2022-04-11,EUR,1.08695954
2022-04-12,EUR,1.08695658
2022-04-13,EUR,1.08695333
2022-04-14,EUR,1.08695722
2022-04-19,EUR,1.08695618
2022-04-20,EUR,1.0869562
2022-04-21,EUR,1.08695678
2022-04-22,EUR,1.0869507
2022-04-25,EUR,1.08695322
2022-04-26,EUR,1.08695646
2022-04-27,EUR,1.08696285
2022-04-28,EUR,1.08695842
2022-04-29,EUR,1.08695727
2022-05-02,EUR,1.0638308
2022-05-03,EUR,1.06383164
2022-05-04,EUR,1.06383205
2022-05-05,EUR,1.06382983
2022-05-06,EUR,1.06382994
2022-05-09,EUR,1.06383411
2022-05-10,EUR,1.06382958
2022-05-11,EUR,1.06382934
2022-05-12,EUR,1.06382897
2022-05-13,EUR,1.06382647
2022-05-16,EUR,1.06382823
2022-05-17,EUR,1.06383126
2022-05-18,EUR,1.06383026
2022-05-19,EUR,1.06382981
2022-05-20,EUR,1.06383007
2022-05-23,EUR,1.06382854
2022-05-24,EUR,1.06382584
2022-05-25,EUR,1.06383092
2022-05-27,EUR,1.06382993
2022-05-30,EUR,1.06382723
2022-05-31,EUR,1.0638309
2022-06-01,EUR,1.0638284
2022-06-02,EUR,1.06383002
2022-06-03,EUR,1.06383044
2022-06-07,EUR,1.06383235
2022-06-08,EUR,1.06383314
2022-06-09,EUR,1.06382791
2022-06-10,EUR,1.0638274
2022-06-13,EUR,1.06382966
2022-06-14,EUR,1.06382672
2022-06-15,EUR,1.06383118
2022-06-17,EUR,1.06382529
2022-06-20,EUR,1.06383047
2022-06-21,EUR,1.06383053
2022-06-22,EUR,1.06383023
2022-06-23,EUR,1.06382834
2022-06-24,EUR,1.06382907
2022-06-27,EUR,1.06382896
2022-06-28,EUR,1.06382976
2022-06-29,EUR,1.06382882
2022-06-30,EUR,1.06382943
2022-07-01,EUR,1.02040739
2022-07-04,EUR,1.020409
2022-07-05,EUR,1.02040993
2022-07-06,EUR,1.02040967
2022-07-07,EUR,1.02040532
2022-07-08,EUR,1.02040664
2022-07-11,EUR,1.02041131
2022-07-12,EUR,1.02040799
2022-07-13,EUR,1.0204119
2022-07-14,EUR,1.02040889
2022-07-15,EUR,1.02040504
2022-07-18,EUR,1.02040981
2022-07-19,EUR,1.02040579
2022-07-20,EUR,1.02040677
2022-07-21,EUR,1.02040738
2022-07-22,EUR,1.02045902
2022-07-25,EUR,1.02040906
2022-07-26,EUR,1.02040797
2022-07-27,EUR,1.02040559
2022-07-28,EUR,1.0204082
2022-07-29,EUR,1.02040893
2022-08-01,EUR,1.02040507
2022-08-02,EUR,1.02040837
2022-08-03,EUR,1.02040942
2022-08-04,EUR,1.02040836
2022-08-05,EUR,1.02040782
2022-08-08,EUR,1.02040751
2022-08-09,EUR,1.02040804
2022-08-10,EUR,1.02040781
2022-08-11,EUR,1.02040829
2022-08-12,EUR,1.02040652
2022-08-15,EUR,1.02040809
2022-08-16,EUR,1.02040845
2022-08-17,EUR,1.02040441
2022-08-18,EUR,1.02040949
2022-08-19,EUR,1.02040777
2022-08-22,EUR,1.02040833
2022-08-23,EUR,1.02040621
2022-08-24,EUR,1.02040834
2022-08-25,EUR,1.02040167
2022-08-26,EUR,1.02041023
2022-08-29,EUR,1.02040752
2022-08-30,EUR,1.02040965
2022-08-31,EUR,1.02040699
2022-09-01,EUR,1.0
2022-09-02,EUR,1.0
2022-09-05,EUR,1.0
2022-09-06,EUR,1.0
2022-09-07,EUR,1.0
2022-09-08,EUR,1.0
2022-09-09,EUR,1.0
2022-09-12,EUR,1.0
2022-09-13,EUR,1.0
2022-09-14,EUR,1.0
2022-09-15,EUR,1.0
2022-09-16,EUR,1.0
2022-09-19,EUR,1.0
2022-09-20,EUR,1.0
2022-09-21,EUR,1.0
2022-09-22,EUR,1.0
2022-09-23,EUR,1.0
2022-09-26,EUR,1.0
2022-09-27,EUR,1.0
2022-09-28,EUR,1.0
2022-09-29,EUR,1.0
2022-09-30,EUR,1.0
2022-10-04,EUR,0.99009993
2022-10-05,EUR,0.99009859
2022-10-06,EUR,0.99009857
2022-10-07,EUR,0.99009863
2022-10-10,EUR,0.99009974
2022-10-11,EUR,0.99009708
2022-10-12,EUR,0.99009954
2022-10-13,EUR,0.99009992
2022-10-14,EUR,0.9900955
2022-10-17,EUR,0.99009991
2022-10-18,EUR,0.99009911
2022-10-19,EUR,0.99009891
2022-10-20,EUR,0.99009737
2022-10-21,EUR,0.99009915
2022-10-24,EUR,0.99010077
2022-10-25,EUR,0.99010038
2022-10-26,EUR,0.99009806
2022-10-27,EUR,0.99009926
2022-10-28,EUR,0.99009446
2022-10-31,EUR,0.99009896
2022-11-01,EUR,1.03092531
2022-11-02,EUR,1.0309282
2022-11-03,EUR,1.03092709
2022-11-04,EUR,1.03093
2022-11-07,EUR,1.03092914
2022-11-08,EUR,1.03092762
2022-11-09,EUR,1.03092767
2022-11-10,EUR,1.03092804
2022-11-11,EUR,1.03092743
2022-11-14,EUR,1.03092775
2022-11-15,EUR,1.03092834
2022-11-16,EUR,1.03092673
2022-11-17,EUR,1.03092912
2022-11-18,EUR,1.03092803
2022-11-21,EUR,1.03092604
2022-11-22,EUR,1.03092856
2022-11-23,EUR,1.03092849
2022-11-24,EUR,1.03092824
2022-11-25,EUR,1.03092283
2022-11-28,EUR,1.03092684
2022-11-29,EUR,1.03092861
2022-11-30,EUR,1.030928
2022-12-01,EUR,1.06382978
2022-12-02,EUR,1.06383536
2022-12-05,EUR,1.06383058
2022-12-06,EUR,1.0638298
2022-12-07,EUR,1.06382983
2022-12-08,EUR,1.0638278
2022-12-09,EUR,1.0638302
2022-12-12,EUR,1.06382978
2022-12-13,EUR,1.06382988
2022-12-14,EUR,1.06383033
2022-12-15,EUR,1.0638295
2022-12-16,EUR,1.06383222
2022-12-19,EUR,1.06383105
2022-12-20,EUR,1.0638298
2022-12-21,EUR,1.06382946
2022-12-22,EUR,1.06382996
2022-12-23,EUR,1.06380831
2022-12-27,EUR,1.06382823
2022-12-28,EUR,1.06383072
2022-12-29,EUR,1.06383117
2022-12-30,EUR,1.06382917
2022-12-31,EUR,1.06382978
2023-01-05,EUR,1.08695916
2023-01-06,EUR,1.08695195
2023-01-09,EUR,1.08695625
2023-01-10,EUR,1.08695035
2023-01-11,EUR,1.08695383
2023-01-12,EUR,1.08695817
2023-01-13,EUR,1.08695867
2023-01-16,EUR,1.08695701
2023-01-17,EUR,1.0869551
2023-01-18,EUR,1.08695606
2023-01-19,EUR,1.08695835
2023-01-20,EUR,1.08695887
2023-01-23,EUR,1.08695749
2023-01-24,EUR,1.08695502
2023-01-25,EUR,1.08695658
2023-01-26,EUR,1.08695734
2023-01-27,EUR,1.08695708
2023-01-30,EUR,1.08695622
2023-01-31,EUR,1.08695399
2023-02-01,EUR,1.07526879
2023-02-02,EUR,1.07526872
2023-02-03,EUR,1.07527027
2023-02-06,EUR,1.07526553
2023-02-07,EUR,1.0752707
2023-02-08,EUR,1.07527049
2023-02-09,EUR,1.07526464
2023-02-10,EUR,1.0752673
2023-02-13,EUR,1.07526756
2023-02-14,EUR,1.07526998
2023-02-15,EUR,1.07526832
2023-02-16,EUR,1.07526395
2023-02-17,EUR,1.07526832
2023-02-20,EUR,1.07527002
2023-02-21,EUR,1.0752701
2023-02-22,EUR,1.07526887
2023-02-23,EUR,1.07526703
2023-02-24,EUR,1.0752653
2023-02-27,EUR,1.07526905
2023-02-28,EUR,1.07526877
2023-03-01,EUR,1.07526901
2023-03-02,EUR,1.07526831
2023-03-03,EUR,1.07527006
2023-03-06,EUR,1.07526998
2023-03-07,EUR,1.07526719
2023-03-08,EUR,1.07526971
2023-03-09,EUR,1.07526962
2023-03-10,EUR,1.07526913
2023-03-13,EUR,1.07526923
2023-03-14,EUR,1.07526497
2023-03-15,EUR,1.07527047
2023-03-16,EUR,1.0752679
2023-03-17,EUR,1.07526919
2023-03-20,EUR,1.07526719
2023-03-21,EUR,1.0752698
2023-03-22,EUR,1.07526383
2023-03-23,EUR,1.07526741
2023-03-24,EUR,1.07526736
2023-03-27,EUR,1.07526913
2023-03-28,EUR,1.07526981
2023-03-29,EUR,1.07526793
2023-03-30,EUR,1.07526829
2023-03-31,EUR,1.07526718
2023-04-03,EUR,1.09890038
2023-04-04,EUR,1.09890598
2023-04-05,EUR,1.09890462
2023-04-06,EUR,1.09890203
2023-04-11,EUR,1.09889968
2023-04-12,EUR,1.09890065
2023-04-13,EUR,1.09890127
2023-04-14,EUR,1.09890603
2023-04-17,EUR,1.09890335
2023-04-18,EUR,1.09890058
2023-04-19,EUR,1.0989013
2023-04-20,EUR,1.09890245
2023-04-21,EUR,1.09889999
2023-04-24,EUR,1.09889947
2023-04-25,EUR,1.09890007
2023-04-26,EUR,1.0989032
2023-04-27,EUR,1.09890182
2023-04-28,EUR,1.09890434
2023-05-02,EUR,1.09890147
2023-05-03,EUR,1.09889959
2023-05-04,EUR,1.09890009
2023-05-05,EUR,1.09890099
2023-05-08,EUR,1.09889864
2023-05-09,EUR,1.09890158
2023-05-10,EUR,1.09890085
2023-05-11,EUR,1.098903
2023-05-12,EUR,1.09890408
2023-05-15,EUR,1.09889923
2023-05-16,EUR,1.09890184
2023-05-17,EUR,1.0988998
2023-05-19,EUR,1.09890122
2023-05-22,EUR,1.09889853
2023-05-23,EUR,1.0989005
2023-05-24,EUR,1.09890097
2023-05-25,EUR,1.0988966
2023-05-26,EUR,1.09890102
2023-05-30,EUR,1.09890433
2023-05-31,EUR,1.09890115
2023-06-01,EUR,1.0869546
2023-06-02,EUR,1.08695624
2023-06-05,EUR,1.08695624
2023-06-06,EUR,1.08695804
2023-06-07,EUR,1.08687279
2023-06-09,EUR,1.08695586
2023-06-12,EUR,1.08695697
2023-06-13,EUR,1.08695772
2023-06-14,EUR,1.0869581
2023-06-15,EUR,1.08695858
2023-06-16,EUR,1.08695946
2023-06-19,EUR,1.08695514
2023-06-20,EUR,1.08695644
2023-06-21,EUR,1.0869557
2023-06-22,EUR,1.08695929
2023-06-23,EUR,1.08695616
2023-06-26,EUR,1.08695669
2023-06-27,EUR,1.08695508
2023-06-28,EUR,1.08695558
2023-06-29,EUR,1.08695176
2023-06-30,EUR,1.08695642
2023-07-03,EUR,1.11111061
2023-07-04,EUR,1.11111245
2023-07-05,EUR,1.11111052
2023-07-06,EUR,1.11111053
2023-07-07,EUR,1.1111124
2023-07-10,EUR,1.11111422
2023-07-11,EUR,1.11111096
2023-07-12,EUR,1.11111143
2023-07-13,EUR,1.1111104
2023-07-14,EUR,1.1111108
2023-07-17,EUR,1.11110751
2023-07-18,EUR,1.11111166
2023-07-19,EUR,1.11111075
2023-07-20,EUR,1.11111152
2023-07-21,EUR,1.11111234
2023-07-24,EUR,1.11111172
2023-07-25,EUR,1.1111112
2023-07-26,EUR,1.11110885
2023-07-27,EUR,1.11111184
2023-07-28,EUR,1.11111275
2023-07-31,EUR,1.11111025
2023-08-01,EUR,1.09889944
2023-08-02,EUR,1.09890645
2023-08-03,EUR,1.09890252
2023-08-04,EUR,1.09890162
2023-08-07,EUR,1.09890328
2023-08-08,EUR,1.0989004
2023-08-09,EUR,1.09890139
2023-08-10,EUR,1.09890346
2023-08-11,EUR,1.09891707
2023-08-14,EUR,1.09889947
2023-08-15,EUR,1.09890135
2023-08-16,EUR,1.09890735
2023-08-17,EUR,1.09890082
2023-08-18,EUR,1.09890313
2023-08-21,EUR,1.09889849
2023-08-22,EUR,1.09890087
2023-08-23,EUR,1.09889988
2023-08-24,EUR,1.098901
2023-08-25,EUR,1.09890033
2023-08-28,EUR,1.09890265
2023-08-29,EUR,1.09890119
2023-08-30,EUR,1.09889989
2023-08-31,EUR,1.09890287
2023-09-01,EUR,1.0752686
2023-09-04,EUR,1.07526916
2023-09-05,EUR,1.07526938
2023-09-06,EUR,1.07526773
2023-09-07,EUR,1.07526876
2023-09-08,EUR,1.07526763
2023-09-11,EUR,1.07527052
2023-09-12,EUR,1.07526701
2023-09-13,EUR,1.07527036
2023-09-14,EUR,1.07526871
2023-09-15,EUR,1.07526944
2023-09-18,EUR,1.07526871
2023-09-19,EUR,1.07526754
2023-09-20,EUR,1.07526865
2023-09-21,EUR,1.07526689
2023-09-22,EUR,1.07526866
2023-09-25,EUR,1.07526791
2023-09-26,EUR,1.07527043
2023-09-27,EUR,1.07526578
2023-09-28,EUR,1.07527118
2023-09-29,EUR,1.07526724
2023-10-02,EUR,1.06383129
2023-10-04,EUR,1.06383165
2023-10-05,EUR,1.06383114
2023-10-06,EUR,1.06382926
2023-10-09,EUR,1.0638292
2023-10-10,EUR,1.06382795
2023-10-11,EUR,1.06382994
2023-10-12,EUR,1.06382893
2023-10-13,EUR,1.06382903
2023-10-16,EUR,1.0638308
2023-10-17,EUR,1.06383041
2023-10-18,EUR,1.06382896
2023-10-19,EUR,1.06382684
2023-10-20,EUR,1.06382886
2023-10-23,EUR,1.06383133
2023-10-24,EUR,1.06382954
2023-10-25,EUR,1.06382977
2023-10-26,EUR,1.06382951
2023-10-27,EUR,1.06382881
2023-10-30,EUR,1.06383046
2023-10-31,EUR,1.06382931
2023-11-01,EUR,1.0869565
2023-11-02,EUR,1.08695629
2023-11-03,EUR,1.08695537
2023-11-06,EUR,1.08695011
2023-11-07,EUR,1.08695647
2023-11-08,EUR,1.08695557
2023-11-09,EUR,1.0869586
2023-11-10,EUR,1.08695638
2023-11-13,EUR,1.08695669
2023-11-14,EUR,1.08695619
2023-11-15,EUR,1.08695516
2023-11-16,EUR,1.08695506
2023-11-17,EUR,1.08695586
2023-11-20,EUR,1.08695725
2023-11-21,EUR,1.08695572
2023-11-22,EUR,1.0869528
2023-11-23,EUR,1.08695546
2023-11-24,EUR,1.08695542
2023-11-27,EUR,1.08695569
2023-11-28,EUR,1.08695879
2023-11-29,EUR,1.0869533
2023-11-30,EUR,1.08695671
2023-12-01,EUR,1.09890155
2023-12-04,EUR,1.09890099
2023-12-05,EUR,1.09889966
2023-12-06,EUR,1.09889754
2023-12-07,EUR,1.09890485
2023-12-08,EUR,1.09890105
2023-12-12,EUR,1.09890131
2023-12-13,EUR,1.09890112
2023-12-14,EUR,1.09890179
2023-12-15,EUR,1.09890361
2023-12-18,EUR,1.09889993
2023-12-19,EUR,1.09890005
2023-12-20,EUR,1.0989005
2023-12-21,EUR,1.09890123
2023-12-22,EUR,1.09890054
2023-12-27,EUR,1.09890483
2023-12-28,EUR,1.09889666
2023-12-29,EUR,1.09890409
2024-01-02,EUR,1.09890353
2024-01-03,EUR,1.0988994
2024-01-04,EUR,1.09890493
2024-01-08,EUR,1.09890081
2024-01-09,EUR,1.0989008
2024-01-10,EUR,1.09890473
2024-01-11,EUR,1.09890158
2024-01-12,EUR,1.09890201
2024-01-15,EUR,1.09889948
2024-01-16,EUR,1.09890023
2024-01-17,EUR,1.09890466
2024-01-18,EUR,1.09889805
2024-01-19,EUR,1.0989009
2024-01-22,EUR,1.09889952
2024-01-23,EUR,1.09890099
2024-01-24,EUR,1.09890103
2024-01-25,EUR,1.09890149
2024-01-26,EUR,1.09889774
2024-01-29,EUR,1.09890058
2024-01-30,EUR,1.09890089
2024-01-31,EUR,1.09890088
2024-02-01,EUR,1.08695087
2024-02-02,EUR,1.08695603
2024-02-05,EUR,1.08695637
2024-02-06,EUR,1.08695414
2024-02-07,EUR,1.08695144
2024-02-08,EUR,1.08695695
2024-02-09,EUR,1.08695313
2024-02-12,EUR,1.08695484
2024-02-13,EUR,1.0869539
2024-02-14,EUR,1.08696031
2024-02-15,EUR,1.08695476
2024-02-16,EUR,1.08695548
2024-02-19,EUR,1.08695704
2024-02-20,EUR,1.08695714
2024-02-21,EUR,1.08695731
2024-02-22,EUR,1.08695108
2024-02-23,EUR,1.08695683
2024-02-26,EUR,1.08695864
2024-02-27,EUR,1.08695767
2024-02-28,EUR,1.08695611
2024-02-29,EUR,1.0869563
2024-03-01,EUR,1.08695642
2024-03-04,EUR,1.08695722
2024-03-05,EUR,1.08695657
2024-03-06,EUR,1.0869566
2024-03-07,EUR,1.0869597
2024-03-08,EUR,1.08695481
2024-03-11,EUR,1.08695636
2024-03-12,EUR,1.08695534
2024-03-13,EUR,1.08698707
2024-03-14,EUR,1.0869566
2024-03-15,EUR,1.08695416
2024-03-18,EUR,1.08695434
2024-03-19,EUR,1.08693665
2024-03-20,EUR,1.08695604
2024-03-21,EUR,1.08695602
2024-03-22,EUR,1.08695573
2024-03-25,EUR,1.0869555
2024-03-26,EUR,1.08695497
2024-03-27,EUR,1.08695508
2024-03-28,EUR,1.08695818
2024-04-01,EUR,1.07527171
2024-04-02,EUR,1.07526794
2024-04-03,EUR,1.07526837
2024-04-04,EUR,1.07526967
2024-04-05,EUR,1.07526591
2024-04-08,EUR,1.0752684
2024-04-09,EUR,1.07526889
2024-04-10,EUR,1.0752681
2024-04-11,EUR,1.0752686
2024-04-12,EUR,1.07526759
2024-04-15,EUR,1.07526846
2024-04-16,EUR,1.07526898
2024-04-17,EUR,1.07526891
2024-04-18,EUR,1.07527853
2024-04-19,EUR,1.07526932
2024-04-22,EUR,1.07527195
2024-04-23,EUR,1.07526986
2024-04-24,EUR,1.07526273
2024-04-25,EUR,1.07526884
2024-04-26,EUR,1.07526969
2024-04-29,EUR,1.07527034
2024-04-30,EUR,1.07526845
2024-05-02,EUR,1.08695508
2024-05-03,EUR,1.0869563
2024-05-06,EUR,1.08695496
2024-05-07,EUR,1.0869567
2024-05-08,EUR,1.08695835
2024-05-10,EUR,1.08696106
2024-05-13,EUR,1.08695665
2024-05-14,EUR,1.08695867
2024-05-15,EUR,1.08695572
2024-05-16,EUR,1.08695776
2024-05-17,EUR,1.08695672
2024-05-21,EUR,1.08695494
2024-05-22,EUR,1.08695646
2024-05-23,EUR,1.08695507
2024-05-24,EUR,1.08695518
2024-05-27,EUR,1.08695676
2024-05-28,EUR,1.08695609
2024-05-29,EUR,1.08695726
2024-05-31,EUR,1.08695487
2024-06-03,EUR,1.0752697
2024-06-04,EUR,1.07526852
2024-06-05,EUR,1.07526692
2024-06-06,EUR,1.0752695
2024-06-07,EUR,1.07526809
2024-06-10,EUR,1.07527124
2024-06-11,EUR,1.07526838
2024-06-12,EUR,1.07526986
2024-06-13,EUR,1.0752702
2024-06-14,EUR,1.07526757
2024-06-17,EUR,1.07526964
2024-06-18,EUR,1.0752709
2024-06-19,EUR,1.07527642
2024-06-20,EUR,1.07527031
2024-06-21,EUR,1.07526785
2024-06-24,EUR,1.07527251
2024-06-25,EUR,1.07526869
2024-06-26,EUR,1.07526989
2024-06-27,EUR,1.07526878
2024-06-28,EUR,1.07526805
2024-07-01,EUR,1.08695513
2024-07-02,EUR,1.08695562
2024-07-03,EUR,1.08695372
2024-07-04,EUR,1.08695694
2024-07-05,EUR,1.08696004
2024-07-08,EUR,1.08695744
2024-07-09,EUR,1.08695727
2024-07-10,EUR,1.08695323
2024-07-11,EUR,1.08695991
2024-07-12,EUR,1.08695533
2024-07-15,EUR,1.08695518
2024-07-16,EUR,1.0869559
2024-07-17,EUR,1.08695743
2024-07-18,EUR,1.08696098
2024-07-19,EUR,1.08695388
2024-07-22,EUR,1.08695687
2024-07-23,EUR,1.08695609
2024-07-24,EUR,1.0869567
2024-07-25,EUR,1.08695771
2024-07-26,EUR,1.08695606
2024-07-29,EUR,1.0869609
2024-07-30,EUR,1.08695738
2024-07-31,EUR,1.08695663
2024-08-01,EUR,1.11111051
2024-08-02,EUR,1.111106
2024-08-05,EUR,1.11111472
2024-08-06,EUR,1.11111057
2024-08-07,EUR,1.11111006
2024-08-08,EUR,1.1111107
2024-08-09,EUR,1.1111099
2024-08-12,EUR,1.11111843
2024-08-13,EUR,1.11111071
2024-08-14,EUR,1.1111162
2024-08-15,EUR,1.11111107
2024-08-16,EUR,1.11110987
2024-08-19,EUR,1.11111143
2024-08-20,EUR,1.11111153
2024-08-21,EUR,1.1111116
2024-08-22,EUR,1.11111092
2024-08-23,EUR,1.11111165
2024-08-26,EUR,1.11111171
2024-08-27,EUR,1.11111025
2024-08-28,EUR,1.11111114
2024-08-29,EUR,1.11111151
2024-08-30,EUR,1.11111175
2024-09-02,EUR,1.11111191
2024-09-03,EUR,1.11110919
2024-09-04,EUR,1.11110947
2024-09-05,EUR,1.11111586
2024-09-06,EUR,1.11111403
2024-09-09,EUR,1.11111021
2024-09-10,EUR,1.11111143
2024-09-11,EUR,1.11111054
2024-09-12,EUR,1.11111029
2024-09-13,EUR,1.11111094
2024-09-16,EUR,1.11111131
2024-09-17,EUR,1.11111222
2024-09-18,EUR,1.11111124
2024-09-19,EUR,1.1111112
2024-09-20,EUR,1.11111163
2024-09-23,EUR,1.11111428
2024-09-24,EUR,1.11111204
2024-09-25,EUR,1.11111104
2024-09-26,EUR,1.11111141
2024-09-27,EUR,1.11111087
2024-09-30,EUR,1.11111048
2024-10-01,EUR,1.08695549
2024-10-02,EUR,1.08695665
2024-10-03,EUR,1.08695716
2024-10-04,EUR,1.08695356
2024-10-07,EUR,1.08695708
2024-10-08,EUR,1.08695678
2024-10-09,EUR,1.08695257
2024-10-10,EUR,1.08695587
2024-10-11,EUR,1.08695797
2024-10-14,EUR,1.08695808
2024-10-15,EUR,1.08695865
2024-10-16,EUR,1.08694537
2024-10-17,EUR,1.08695578
2024-10-18,EUR,1.08695818
2024-10-21,EUR,1.0869517
2024-10-22,EUR,1.08695639
2024-10-23,EUR,1.08695622
2024-10-24,EUR,1.08695649
2024-10-25,EUR,1.086954
2024-10-28,EUR,1.08695541
2024-10-29,EUR,1.08695469
2024-10-30,EUR,1.08695685
2024-10-31,EUR,1.08695946
